employee_id,review_date,performance_score,bonus_eligible
195,2021-01-14,3,True
195,2022-01-14,4,False
196,2019-02-03,3,True
196,2020-02-03,5,False
198,2024-01-19,5,False
198,2025-01-18,4,True
199,2020-03-11,5,False
199,2021-03-11,5,False
200,2020-07-19,3,True
200,2021-07-19,3,True
200,2022-07-19,4,False
201,2025-06-07,1,False
202,2022-02-04,1,True
202,2023-02-04,1,True
202,2024-02-04,5,False
202,2025-02-03,3,True
203,2020-08-26,2,False
203,2021-08-26,3,False
203,2022-08-26,4,False
203,2023-08-26,4,False
205,2022-03-29,1,False
205,2023-03-29,1,False
205,2024-03-28,1,False
205,2025-03-28,5,True
206,2017-02-04,3,False
207,2019-10-22,1,True
208,2024-02-15,5,False
208,2025-02-14,4,True
209,2017-01-24,4,False
209,2018-01-24,3,False
209,2019-01-24,4,False
210,2021-06-14,3,True
211,2024-01-26,1,True
211,2025-01-25,4,False
213,2023-06-28,5,True
213,2024-06-27,2,False
213,2025-06-27,2,False
214,2020-04-29,5,False
214,2021-04-29,1,False
214,2022-04-29,3,True
214,2023-04-29,3,False
215,2021-09-21,5,True
215,2022-09-21,4,False
215,2023-09-21,3,True
215,2024-09-20,2,False
216,2018-12-15,5,False
216,2019-12-15,1,False
217,2022-02-10,3,False
217,2023-02-10,1,False
218,2021-07-14,2,False
219,2023-10-22,2,False
220,2021-02-18,4,True
220,2022-02-18,4,False
220,2023-02-18,5,True
220,2024-02-18,4,True
221,2022-01-29,5,True
221,2023-01-29,4,True
221,2024-01-29,4,True
222,2018-08-03,5,False
222,2019-08-03,2,True
222,2020-08-02,1,True
223,2021-06-29,2,False
225,2018-04-17,1,True
225,2019-04-17,1,False
225,2020-04-16,5,False
227,2023-12-13,4,False
227,2024-12-12,5,False
228,2021-01-22,1,True
228,2022-01-22,4,False
228,2023-01-22,4,True
228,2024-01-22,1,True
230,2018-11-14,3,False
230,2019-11-14,3,True
231,2017-01-22,4,False
231,2018-01-22,2,True
231,2019-01-22,1,True
233,2023-04-17,2,False
233,2024-04-16,4,False
234,2018-09-29,4,True
235,2023-05-14,2,True
235,2024-05-13,4,False
235,2025-05-13,3,False
237,2017-01-01,4,True
237,2018-01-01,4,True
237,2019-01-01,4,True
237,2020-01-01,4,False
238,2018-02-08,1,False
238,2019-02-08,4,False
238,2020-02-08,4,False
239,2016-08-27,3,True
239,2017-08-27,3,False
239,2018-08-27,2,False
241,2020-03-29,4,False
241,2021-03-29,1,True
241,2022-03-29,4,False
241,2023-03-29,4,False
242,2025-07-23,3,True
243,2018-10-17,2,True
243,2019-10-17,4,False
243,2020-10-16,4,False
244,2017-04-02,3,False
245,2022-05-09,2,False
245,2023-05-09,1,True
245,2024-05-08,3,False
247,2024-12-16,1,True
248,2020-05-10,1,False
249,2023-12-13,4,False
252,2019-02-20,2,False
252,2020-02-20,3,False
253,2019-06-04,5,False
253,2020-06-03,4,False
254,2024-12-10,3,True
255,2024-11-28,2,False
256,2024-06-25,1,True
256,2025-06-25,1,False
257,2020-07-10,1,True
257,2021-07-10,1,True
257,2022-07-10,2,False
257,2023-07-10,5,False
258,2017-12-20,1,True
258,2018-12-20,5,False
258,2019-12-20,3,True
258,2020-12-19,1,True
259,2022-07-11,5,True
259,2023-07-11,4,False
259,2024-07-10,4,False
260,2018-12-03,3,False
261,2021-12-11,4,False
261,2022-12-11,1,False
261,2023-12-11,5,False
261,2024-12-10,1,False
262,2016-09-20,5,False
262,2017-09-20,4,False
262,2018-09-20,5,True
262,2019-09-20,5,True
264,2019-11-05,3,False
264,2020-11-04,3,False
265,2024-12-20,5,True
266,2020-01-11,2,True
266,2021-01-10,2,True
266,2022-01-10,2,True
267,2018-10-17,4,False
267,2019-10-17,1,False
267,2020-10-16,3,False
267,2021-10-16,2,False
268,2018-09-27,2,True
268,2019-09-27,3,True
269,2019-11-30,1,True
269,2020-11-29,1,False
269,2021-11-29,4,True
271,2017-08-02,3,False
271,2018-08-02,2,True
271,2019-08-02,5,True
271,2020-08-01,3,False
272,2022-10-28,2,False
272,2023-10-28,4,False
272,2024-10-27,3,True
273,2021-05-14,2,False
274,2022-04-28,3,True
274,2023-04-28,1,True
274,2024-04-27,2,False
275,2019-04-13,3,True
275,2020-04-12,5,False
276,2024-06-23,3,False
276,2025-06-23,4,False
277,2017-05-05,2,True
278,2023-11-21,3,True
278,2024-11-20,5,True
279,2020-07-03,2,False
280,2021-01-01,2,False
280,2022-01-01,4,False
280,2023-01-01,5,True
281,2021-09-06,2,False
281,2022-09-06,2,True
281,2023-09-06,4,False
282,2021-04-20,5,True
282,2022-04-20,5,False
282,2023-04-20,1,True
283,2016-10-30,3,False
283,2017-10-30,5,True
283,2018-10-30,4,False
283,2019-10-30,3,True
284,2024-07-15,5,True
284,2025-07-15,1,True
285,2016-11-24,5,True
285,2017-11-24,5,True
285,2018-11-24,1,True
286,2025-07-15,3,False
287,2021-10-27,3,True
287,2022-10-27,5,True
288,2024-12-12,2,True
289,2019-03-25,5,False
289,2020-03-24,2,True
289,2021-03-24,5,True
290,2022-11-23,1,False
290,2023-11-23,2,False
292,2023-03-31,1,True
292,2024-03-30,3,False
292,2025-03-30,1,True
293,2017-03-22,1,False
293,2018-03-22,3,False
294,2018-07-20,1,True
294,2019-07-20,3,True
295,2016-10-17,2,True
296,2022-09-28,3,True
296,2023-09-28,4,False
296,2024-09-27,5,True
297,2024-12-26,1,False
298,2023-09-26,5,False
298,2024-09-25,3,False
299,2017-09-21,4,False
299,2018-09-21,2,False
299,2019-09-21,3,False
299,2020-09-20,1,True
300,2019-11-04,2,False
301,2018-08-06,3,True
301,2019-08-06,1,False
301,2020-08-05,3,True
303,2025-06-28,4,True
304,2022-12-05,4,True
304,2023-12-05,1,True
304,2024-12-04,5,True
305,2022-06-25,3,True
305,2023-06-25,1,False
306,2023-12-19,4,True
306,2024-12-18,2,True
307,2024-02-18,3,False
307,2025-02-17,2,False
308,2020-03-19,2,True
308,2021-03-19,5,True
308,2022-03-19,3,False
308,2023-03-19,5,True
309,2022-07-28,1,False
310,2024-03-26,2,False
310,2025-03-26,4,True
311,2017-02-18,5,False
311,2018-02-18,1,True
312,2020-05-01,2,True
312,2021-05-01,1,False
313,2018-03-23,5,False
313,2019-03-23,5,False
313,2020-03-22,2,False
314,2017-01-17,5,False
314,2018-01-17,1,True
315,2018-06-24,1,False
315,2019-06-24,3,True
315,2020-06-23,1,False
316,2019-07-25,2,False
317,2018-01-03,4,True
318,2024-03-08,5,True
318,2025-03-08,2,True
319,2020-04-30,1,False
319,2021-04-30,3,False
319,2022-04-30,4,False
320,2017-07-17,4,False
320,2018-07-17,1,True
320,2019-07-17,3,True
320,2020-07-16,5,False
321,2023-03-10,4,False
321,2024-03-09,2,True
321,2025-03-09,1,False
322,2023-02-06,3,False
322,2024-02-06,2,True
322,2025-02-05,5,False
323,2018-10-23,4,False
323,2019-10-23,4,True
323,2020-10-22,1,True
323,2021-10-22,4,True
324,2021-04-21,2,True
324,2022-04-21,5,True
324,2023-04-21,1,True
324,2024-04-20,2,False
325,2023-11-15,3,False
327,2017-06-27,1,True
327,2018-06-27,2,True
327,2019-06-27,2,False
327,2020-06-26,1,False
328,2016-12-12,2,True
328,2017-12-12,5,False
328,2018-12-12,3,True
329,2019-04-21,3,False
330,2020-12-22,3,True
331,2019-04-18,4,True
331,2020-04-17,5,True
331,2021-04-17,5,False
332,2020-10-16,4,False
333,2022-04-01,1,False
333,2023-04-01,2,True
334,2018-12-10,4,True
334,2019-12-10,5,False
334,2020-12-09,5,False
334,2021-12-09,5,False
336,2022-01-22,2,True
336,2023-01-22,3,True
336,2024-01-22,2,True
336,2025-01-21,5,True
337,2025-01-17,5,True
339,2023-01-04,3,True
339,2024-01-04,1,False
340,2017-09-27,4,False
340,2018-09-27,4,False
340,2019-09-27,4,False
341,2017-02-21,5,False
342,2024-11-04,3,True
343,2020-01-18,3,False
343,2021-01-17,5,False
343,2022-01-17,5,False
343,2023-01-17,3,True
344,2017-09-29,2,False
345,2025-06-27,1,False
347,2017-07-20,3,True
347,2018-07-20,5,False
347,2019-07-20,3,False
348,2017-07-10,1,True
348,2018-07-10,3,False
348,2019-07-10,2,False
349,2020-01-04,3,True
349,2021-01-03,1,False
349,2022-01-03,4,False
349,2023-01-03,3,True
350,2025-03-05,5,False
351,2022-08-20,3,True
351,2023-08-20,3,False
351,2024-08-19,3,True
352,2022-12-01,4,False
352,2023-12-01,2,True
352,2024-11-30,1,True
353,2020-05-22,5,True
353,2021-05-22,1,True
353,2022-05-22,4,True
354,2023-10-01,1,False
355,2018-05-17,2,True
355,2019-05-17,3,True
355,2020-05-16,2,False
355,2021-05-16,5,True
356,2025-03-25,5,True
357,2018-01-04,4,False
357,2019-01-04,5,True
357,2020-01-04,5,False
357,2021-01-03,4,True
358,2021-09-22,5,True
359,2021-03-30,1,True
359,2022-03-30,2,False
359,2023-03-30,5,True
360,2019-10-28,3,True
361,2019-01-21,2,False
361,2020-01-21,5,False
361,2021-01-20,4,False
361,2022-01-20,1,False
362,2020-02-20,3,False
362,2021-02-19,4,True
362,2022-02-19,3,True
363,2024-01-09,4,True
363,2025-01-08,5,False
364,2019-03-03,3,False
364,2020-03-02,2,False
364,2021-03-02,2,True
364,2022-03-02,3,True
365,2022-06-28,3,True
365,2023-06-28,1,True
365,2024-06-27,5,False
365,2025-06-27,4,False
366,2023-09-12,5,False
366,2024-09-11,1,True
367,2019-05-05,3,False
369,2025-07-15,1,False
370,2021-03-21,3,False
370,2022-03-21,5,True
370,2023-03-21,1,True
370,2024-03-20,4,True
371,2021-03-21,3,True
371,2022-03-21,5,False
371,2023-03-21,4,False
371,2024-03-20,5,False
372,2021-06-02,4,True
372,2022-06-02,4,True
372,2023-06-02,4,False
373,2022-10-13,5,True
374,2019-02-14,4,False
375,2025-01-13,3,True
376,2016-10-16,5,False
376,2017-10-16,3,True
377,2024-02-19,5,True
377,2025-02-18,3,True
378,2016-10-18,4,False
380,2019-09-29,5,False
380,2020-09-28,5,False
381,2016-10-25,4,False
381,2017-10-25,4,False
381,2018-10-25,4,False
382,2017-04-17,4,True
383,2022-08-26,3,False
383,2023-08-26,5,False
383,2024-08-25,2,False
385,2024-05-20,5,False
385,2025-05-20,4,True
386,2018-02-20,4,True
386,2019-02-20,2,True
386,2020-02-20,5,False
387,2022-07-26,4,False
388,2018-02-08,3,True
388,2019-02-08,3,True
389,2023-03-30,5,False
389,2024-03-29,4,True
389,2025-03-29,1,True
392,2018-02-23,3,False
392,2019-02-23,4,True
392,2020-02-23,3,False
393,2018-07-07,1,False
393,2019-07-07,5,False
395,2023-03-10,3,False
395,2024-03-09,4,False
396,2024-08-04,3,True
396,2025-08-04,2,False
397,2021-05-15,4,False
397,2022-05-15,1,False
397,2023-05-15,5,False
398,2022-01-15,4,True
398,2023-01-15,5,False
398,2024-01-15,2,True
399,2019-02-16,5,False
399,2020-02-16,3,False
400,2019-12-06,5,False
401,2018-02-13,5,False
401,2019-02-13,4,False
401,2020-02-13,5,True
401,2021-02-12,4,False
402,2021-12-23,2,False
403,2023-05-15,2,False
404,2023-03-11,2,True
404,2024-03-10,3,False
405,2019-10-09,3,True
406,2017-10-10,1,False
406,2018-10-10,4,False
406,2019-10-10,1,False
406,2020-10-09,4,False
407,2018-08-06,3,True
407,2019-08-06,5,False
408,2018-07-15,5,False
408,2019-07-15,1,True
408,2020-07-14,4,False
409,2020-10-12,4,True
409,2021-10-12,1,False
409,2022-10-12,1,True
410,2024-09-12,1,True
411,2020-01-27,4,False
412,2020-01-20,1,True
413,2017-09-06,1,False
413,2018-09-06,4,False
413,2019-09-06,5,True
413,2020-09-05,4,False
414,2020-05-11,5,False
414,2021-05-11,3,True
415,2019-05-27,2,True
415,2020-05-26,3,True
415,2021-05-26,5,False
415,2022-05-26,4,False
416,2022-10-31,3,True
416,2023-10-31,4,False
417,2020-08-27,3,False
417,2021-08-27,5,False
418,2021-03-20,4,True
419,2023-09-15,2,True
419,2024-09-14,5,True
420,2024-05-25,1,True
420,2025-05-25,2,False
421,2017-08-18,2,True
422,2022-11-06,3,True
423,2023-12-20,5,False
424,2023-10-23,2,False
424,2024-10-22,3,True
425,2023-02-10,4,True
425,2024-02-10,3,False
425,2025-02-09,5,False
427,2022-05-24,3,True
428,2021-10-23,1,True
428,2022-10-23,4,True
429,2023-03-12,4,False
429,2024-03-11,5,True
429,2025-03-11,4,True
430,2019-06-30,3,True
430,2020-06-29,4,True
431,2017-03-01,5,False
431,2018-03-01,1,True
431,2019-03-01,5,False
431,2020-02-29,4,True
432,2020-03-19,2,True
433,2022-12-01,2,True
433,2023-12-01,3,True
434,2025-06-07,2,False
435,2022-01-08,1,False
436,2018-10-13,3,False
436,2019-10-13,4,False
438,2023-07-17,3,False
438,2024-07-16,3,True
438,2025-07-16,2,False
439,2021-01-31,3,False
439,2022-01-31,1,True
439,2023-01-31,5,True
440,2022-06-11,1,True
440,2023-06-11,4,False
440,2024-06-10,2,True
441,2018-06-24,2,True
441,2019-06-24,2,True
441,2020-06-23,5,True
442,2022-04-07,4,False
442,2023-04-07,1,False
442,2024-04-06,4,True
442,2025-04-06,3,False
443,2019-12-02,2,True
443,2020-12-01,1,False
444,2022-10-17,2,True
444,2023-10-17,3,False
445,2019-10-27,1,True
446,2017-01-11,4,True
446,2018-01-11,5,True
447,2025-06-15,1,True
448,2022-02-02,5,False
449,2019-01-20,3,False
449,2020-01-20,4,True
449,2021-01-19,5,True
449,2022-01-19,4,False
450,2018-11-25,1,True
450,2019-11-25,4,False
450,2020-11-24,2,False
450,2021-11-24,1,False
451,2022-03-28,4,True
451,2023-03-28,4,True
451,2024-03-27,1,False
451,2025-03-27,2,True
452,2018-04-21,5,False
452,2019-04-21,5,True
452,2020-04-20,3,True
453,2022-04-20,5,True
453,2023-04-20,1,True
453,2024-04-19,2,False
453,2025-04-19,3,False
454,2022-06-04,3,False
454,2023-06-04,4,False
454,2024-06-03,1,True
454,2025-06-03,4,True
455,2024-08-01,2,True
455,2025-08-01,4,False
456,2020-10-21,5,False
457,2023-06-18,2,False
458,2023-09-02,3,True
458,2024-09-01,5,False
461,2024-04-02,3,True
463,2024-01-27,5,True
463,2025-01-26,5,False
464,2018-02-24,1,False
464,2019-02-24,3,True
464,2020-02-24,1,False
464,2021-02-23,2,True
465,2024-01-08,4,True
465,2025-01-07,3,True
467,2018-08-27,2,True
468,2018-05-31,4,True
469,2020-01-05,3,False
469,2021-01-04,5,True
469,2022-01-04,2,True
469,2023-01-04,2,False
470,2018-10-17,5,False
470,2019-10-17,2,True
471,2016-12-06,4,False
472,2021-03-28,2,False
472,2022-03-28,1,False
472,2023-03-28,3,False
472,2024-03-27,3,False
473,2019-06-28,3,True
473,2020-06-27,1,True
474,2020-10-30,3,True
475,2022-09-30,2,True
476,2021-03-13,1,False
476,2022-03-13,3,False
477,2020-05-27,2,False
478,2017-10-23,1,False
478,2018-10-23,4,True
478,2019-10-23,4,True
478,2020-10-22,2,True
479,2017-04-21,4,False
479,2018-04-21,1,False
479,2019-04-21,1,True
480,2017-11-11,4,True
480,2018-11-11,3,True
480,2019-11-11,4,False
481,2023-11-24,5,False
481,2024-11-23,2,True
482,2023-08-22,4,False
482,2024-08-21,1,False
483,2017-08-13,4,False
483,2018-08-13,4,True
483,2019-08-13,1,False
483,2020-08-12,3,True
484,2018-11-20,3,False
484,2019-11-20,2,True
484,2020-11-19,4,True
485,2020-11-19,2,True
486,2019-05-15,3,False
486,2020-05-14,4,False
488,2016-11-02,3,True
488,2017-11-02,1,False
488,2018-11-02,5,False
489,2024-09-07,5,False
490,2024-11-15,2,True
491,2025-04-07,3,False
492,2023-03-21,3,False
493,2024-12-21,4,True
494,2023-07-19,5,False
494,2024-07-18,5,False
494,2025-07-18,4,False
495,2016-10-19,1,True
496,2023-01-06,4,False
497,2022-08-23,3,False
497,2023-08-23,3,False
497,2024-08-22,3,False
498,2021-01-09,4,True
498,2022-01-09,5,False
498,2023-01-09,2,True
499,2017-07-21,5,True
499,2018-07-21,3,False
499,2019-07-21,3,True
499,2020-07-20,2,True
500,2017-11-09,4,False
500,2018-11-09,4,True
500,2019-11-09,4,False
501,2016-10-17,4,True
501,2017-10-17,2,True
502,2020-08-20,5,False
502,2021-08-20,1,False
502,2022-08-20,4,False
502,2023-08-20,4,False
503,2024-11-06,1,True
504,2018-01-14,2,False
504,2019-01-14,2,False
504,2020-01-14,4,True
504,2021-01-13,4,True
505,2024-09-10,1,False
507,2018-07-26,1,True
507,2019-07-26,5,False
507,2020-07-25,2,True
508,2019-08-11,4,True
509,2025-05-28,2,True
510,2017-06-04,2,True
510,2018-06-04,1,True
511,2017-04-16,5,True
511,2018-04-16,3,False
512,2023-06-04,1,False
512,2024-06-03,1,False
512,2025-06-03,5,False
513,2024-09-04,1,False
514,2017-05-21,2,True
514,2018-05-21,3,False
514,2019-05-21,5,False
515,2019-05-04,2,False
515,2020-05-03,1,True
515,2021-05-03,5,False
516,2023-04-20,4,True
516,2024-04-19,1,False
517,2016-09-26,3,False
517,2017-09-26,3,False
517,2018-09-26,3,True
519,2019-10-04,5,True
520,2019-12-01,2,False
520,2020-11-30,3,False
520,2021-11-30,2,True
521,2022-01-04,2,False
521,2023-01-04,4,False
521,2024-01-04,2,False
522,2021-01-24,1,False
522,2022-01-24,5,False
522,2023-01-24,5,False
523,2021-06-02,1,True
523,2022-06-02,1,True
523,2023-06-02,5,True
523,2024-06-01,2,True
