employee_id,exit_date,reason,voluntary_exit,satisfaction_rating
1398,2021-02-19,Fired,False,4
1408,2023-09-08,Fired,False,2
1422,2022-07-20,Resigned,True,5
1428,2017-06-13,Fired,False,3
1429,2020-12-20,Fired,False,4
1434,2022-11-27,Layoff,False,1
1445,2021-03-08,Layoff,False,1
1446,2025-04-20,Retired,True,3
1461,2018-12-06,Layoff,False,2
1462,2019-10-01,Fired,False,5
1467,2022-02-10,Fired,False,1
1468,2025-01-21,Layoff,False,4
1469,2023-01-08,Fired,False,1
1488,2022-11-28,Layoff,False,4
1506,2021-04-25,Layoff,False,2
1513,2020-04-24,Resigned,True,2
1525,2019-12-27,Resigned,True,4
1528,2025-05-21,Resigned,True,2
1529,2023-02-21,Layoff,False,3
1530,2022-07-04,Resigned,True,5
1544,2024-08-06,Layoff,False,3
1559,2024-07-30,Layoff,False,3
1564,2019-09-03,Layoff,False,5
1566,2018-12-29,Layoff,False,3
1567,2019-08-13,Layoff,False,1
1573,2023-03-03,Layoff,False,4
1574,2024-03-01,Resigned,True,3
1583,2022-11-10,Layoff,False,2
1587,2023-09-22,Fired,False,3
1602,2020-09-25,Layoff,False,3
1608,2021-12-05,Layoff,False,3
1611,2022-03-19,Resigned,True,4
1612,2024-12-10,Layoff,False,1
1614,2020-10-29,Fired,False,4
1618,2024-08-15,Resigned,True,5
1619,2018-04-10,Resigned,True,2
1635,2025-01-12,Resigned,True,3
1639,2025-07-31,Resigned,True,1
1646,2021-06-26,Fired,False,4
1649,2020-11-18,Fired,False,5
1662,2023-02-11,Layoff,False,4
1671,2024-12-30,Resigned,True,1
1675,2020-09-08,Layoff,False,3
1695,2024-01-12,Resigned,True,1
1696,2020-08-24,Resigned,True,1
1715,2025-02-25,Layoff,False,1
1728,2024-10-26,Layoff,False,4
1733,2022-06-17,Layoff,False,3
1740,2018-10-25,Resigned,True,4
1760,2022-12-04,Fired,False,3
1765,2022-10-20,Fired,False,4
1774,2022-09-24,Layoff,False,1
1778,2022-09-10,Layoff,False,4
1781,2023-01-10,Resigned,True,3
1803,2018-06-28,Fired,False,2
1810,2024-07-19,Layoff,False,1
1811,2022-05-01,Resigned,True,5
1814,2016-12-12,Fired,False,1
1815,2022-04-23,Fired,False,3
1822,2024-01-31,Fired,False,3
1846,2025-08-06,Fired,False,5
1869,2021-03-22,Resigned,True,2
1895,2023-05-13,Layoff,False,1
1897,2025-05-18,Resigned,True,4
1900,2023-08-21,Resigned,True,1
1905,2018-12-08,Layoff,False,1
1915,2022-07-30,Layoff,False,2
1920,2024-06-09,Fired,False,3
1936,2021-12-14,Layoff,False,1
1952,2018-07-27,Resigned,True,3
1957,2017-12-17,Layoff,False,5
1964,2023-09-28,Fired,False,3
1977,2019-10-23,Resigned,True,4
1985,2020-05-09,Layoff,False,4
1990,2023-01-25,Layoff,False,5
1991,2020-02-02,Resigned,True,4
2027,2021-10-25,Layoff,False,2
2051,2024-10-09,Resigned,True,1
2069,2023-02-21,Fired,False,1
2075,2019-11-08,Fired,False,2
2078,2022-04-30,Fired,False,1
2082,2019-11-09,Layoff,False,5
2095,2025-08-06,Fired,False,1
2104,2024-08-18,Resigned,True,2
2116,2022-10-08,Resigned,True,4
2118,2020-12-03,Resigned,True,4
2120,2020-02-04,Layoff,False,1
2121,2019-09-05,Layoff,False,3
2131,2025-03-28,Resigned,True,5
2132,2019-07-05,Layoff,False,1
2146,2025-04-29,Fired,False,3
2152,2021-07-13,Layoff,False,2
2160,2022-06-09,Fired,False,4
2164,2019-10-28,Fired,False,2
2173,2023-03-10,Fired,False,3
2176,2022-10-27,Layoff,False,5
2180,2021-03-06,Fired,False,3
2185,2022-09-07,Resigned,True,2
2186,2024-05-14,Fired,False,1
2196,2020-01-08,Fired,False,1
2197,2024-09-26,Fired,False,4
2199,2023-10-18,Resigned,True,2
2200,2021-12-16,Resigned,True,4
2201,2023-10-09,Layoff,False,3
2208,2019-09-04,Resigned,True,2
2209,2023-12-21,Layoff,False,3
2214,2025-02-23,Layoff,False,3
2216,2022-08-31,Layoff,False,3
2222,2021-09-07,Layoff,False,1
2231,2024-07-21,Fired,False,1
2249,2025-01-18,Fired,False,4
2252,2021-09-11,Resigned,True,3
2261,2022-02-19,Resigned,True,5
2270,2023-05-12,Fired,False,1
2273,2017-03-24,Resigned,True,2
2301,2019-09-05,Resigned,True,1
2307,2023-02-25,Resigned,True,2
2310,2022-08-04,Resigned,True,5
2330,2024-08-17,Fired,False,4
2338,2023-04-21,Resigned,True,1
2340,2020-10-04,Resigned,True,2
2369,2023-09-27,Layoff,False,5
2371,2017-03-21,Layoff,False,1
2378,2023-11-21,Resigned,True,2
2381,2022-10-18,Resigned,True,2
2383,2021-12-26,Fired,False,3
2392,2024-04-08,Resigned,True,1
2396,2025-05-12,Resigned,True,3
2401,2022-02-26,Layoff,False,5
2402,2017-11-02,Resigned,True,4
2417,2024-10-09,Resigned,True,5
2419,2025-02-08,Resigned,True,2
2427,2024-07-08,Layoff,False,5
2440,2025-06-20,Resigned,True,2
2443,2025-02-09,Fired,False,3
2444,2020-03-06,Retired,True,3
2449,2023-08-16,Layoff,False,2
2458,2023-11-28,Fired,False,1
2468,2019-05-16,Layoff,False,1
2504,2022-05-21,Resigned,True,3
2514,2025-01-06,Layoff,False,5
2516,2024-10-25,Layoff,False,2
2534,2022-09-17,Resigned,True,4
2536,2018-04-26,Resigned,True,3
2537,2019-05-22,Fired,False,2
2547,2017-10-25,Resigned,True,1
2549,2021-02-04,Resigned,True,2
2553,2019-05-29,Resigned,True,1
2559,2025-01-08,Layoff,False,1
2563,2023-01-11,Resigned,True,4
2572,2022-10-17,Fired,False,5
2626,2023-01-03,Resigned,True,1
2644,2025-07-04,Layoff,False,5
2648,2024-05-15,Resigned,True,1
2652,2023-03-19,Resigned,True,1
2680,2021-01-11,Resigned,True,1
2699,2022-12-14,Fired,False,3
2706,2025-01-18,Fired,False,2
2713,2023-06-01,Fired,False,4
2717,2020-09-06,Resigned,True,3
2723,2019-06-26,Layoff,False,5
2726,2022-04-03,Resigned,True,2
2745,2022-01-22,Resigned,True,2
2761,2020-06-11,Retired,True,2
2767,2022-05-15,Resigned,True,4
2778,2024-01-28,Fired,False,3
2779,2024-03-03,Layoff,False,4
2793,2023-04-15,Layoff,False,3
2796,2020-07-16,Resigned,True,4
2797,2022-11-30,Fired,False,5
2799,2021-07-06,Fired,False,3
2804,2025-01-03,Layoff,False,1
2806,2020-06-01,Fired,False,1
2810,2019-10-04,Layoff,False,2
2815,2023-06-22,Fired,False,3
2819,2019-12-23,Layoff,False,1
2821,2021-09-11,Fired,False,2
2824,2023-03-25,Layoff,False,5
2825,2023-03-16,Resigned,True,4
2836,2020-01-05,Layoff,False,3
2838,2023-01-13,Fired,False,2
2840,2023-07-28,Resigned,True,5
2858,2023-09-18,Layoff,False,2
2861,2024-06-10,Fired,False,2
2864,2024-09-09,Fired,False,3
2872,2019-10-19,Resigned,True,3
2874,2023-01-18,Layoff,False,2
2878,2022-09-29,Resigned,True,5
2898,2023-12-19,Retired,True,3
2907,2025-03-26,Layoff,False,5
2916,2021-08-06,Retired,True,2
2921,2021-04-24,Resigned,True,4
2942,2025-05-07,Layoff,False,5
2946,2023-09-09,Layoff,False,2
2954,2024-08-13,Layoff,False,2
2957,2023-03-14,Resigned,True,2
2973,2022-09-25,Resigned,True,2
2982,2023-02-17,Fired,False,1
2986,2024-02-25,Layoff,False,5
2990,2025-04-23,Resigned,True,3
3004,2022-04-26,Layoff,False,4
3005,2023-03-10,Layoff,False,3
3014,2024-03-20,Layoff,False,2
3021,2023-10-08,Layoff,False,2
3036,2023-06-29,Resigned,True,5
3041,2019-12-02,Resigned,True,4
3049,2024-09-30,Layoff,False,5
3057,2023-07-22,Resigned,True,3
3067,2021-05-23,Layoff,False,4
3070,2025-06-24,Resigned,True,4
3077,2020-03-10,Layoff,False,1
3079,2023-10-20,Resigned,True,1
3082,2025-01-26,Resigned,True,2
3109,2021-04-28,Layoff,False,3
3112,2023-01-13,Retired,True,5
3117,2019-01-26,Resigned,True,4
3120,2022-07-28,Fired,False,1
3123,2022-02-04,Fired,False,3
3130,2024-05-06,Resigned,True,1
3137,2024-09-11,Fired,False,2
3153,2018-06-18,Fired,False,5
3156,2024-10-15,Fired,False,2
3157,2022-07-01,Layoff,False,4
3158,2024-09-19,Resigned,True,4
3163,2020-02-19,Fired,False,3
3201,2024-02-07,Resigned,True,5
3210,2021-08-22,Fired,False,3
3226,2020-08-10,Resigned,True,3
3229,2023-12-08,Layoff,False,1
3230,2022-06-13,Fired,False,3
3239,2023-03-24,Layoff,False,2
3251,2021-06-05,Fired,False,3
3258,2022-09-18,Resigned,True,1
3267,2024-10-30,Layoff,False,2
3268,2022-12-10,Fired,False,3
3271,2023-07-01,Resigned,True,3
3274,2023-12-10,Resigned,True,5
3282,2025-02-16,Layoff,False,2
3283,2021-05-29,Layoff,False,5
3290,2019-01-13,Resigned,True,2
3291,2024-04-17,Layoff,False,5
3292,2019-10-24,Resigned,True,5
3293,2019-01-18,Layoff,False,3
3301,2021-08-08,Layoff,False,5
3302,2024-01-30,Fired,False,1
3322,2021-03-26,Fired,False,4
3330,2019-09-04,Resigned,True,2
3333,2022-07-07,Fired,False,2
3343,2025-07-22,Resigned,True,5
3344,2023-12-04,Layoff,False,5
3349,2019-07-28,Layoff,False,1
3354,2022-06-05,Resigned,True,5
3356,2022-06-28,Fired,False,1
3357,2022-07-27,Resigned,True,1
3367,2022-10-30,Resigned,True,4
3370,2024-01-12,Resigned,True,5
3371,2024-03-23,Resigned,True,2
3389,2022-07-11,Resigned,True,3
3404,2020-04-28,Layoff,False,3
3421,2024-12-19,Fired,False,2
3428,2023-07-05,Layoff,False,2
3432,2019-08-13,Resigned,True,5
3448,2024-03-24,Layoff,False,4
3450,2024-02-02,Layoff,False,2
3453,2024-06-22,Fired,False,2
3465,2025-01-08,Layoff,False,5
3469,2024-03-09,Fired,False,5
3470,2021-07-06,Layoff,False,1
3480,2023-11-07,Layoff,False,2
3494,2019-07-14,Resigned,True,3
3497,2022-10-21,Fired,False,3
3500,2022-05-27,Resigned,True,1
3507,2020-01-07,Resigned,True,3
3515,2021-06-04,Resigned,True,3
3533,2021-03-01,Layoff,False,4
3536,2020-06-27,Resigned,True,1
3546,2025-04-03,Retired,True,4
3552,2018-10-01,Resigned,True,5
3558,2024-05-07,Fired,False,3
3560,2023-02-28,Layoff,False,5
3564,2025-03-25,Layoff,False,3
3566,2025-07-24,Resigned,True,4
3567,2025-05-01,Resigned,True,5
3581,2018-02-19,Fired,False,3
3588,2020-11-04,Resigned,True,2
3598,2021-05-10,Fired,False,3
3608,2025-01-19,Fired,False,5
3610,2025-03-22,Layoff,False,3
3616,2022-03-19,Layoff,False,4
3622,2018-07-22,Layoff,False,5
3634,2023-07-15,Layoff,False,2
3637,2022-01-31,Fired,False,5
3643,2017-03-17,Layoff,False,5
3658,2022-11-11,Resigned,True,4
3666,2020-01-10,Resigned,True,4
3668,2024-03-30,Layoff,False,3
3677,2024-03-07,Layoff,False,2
3689,2021-11-19,Layoff,False,2
3690,2022-08-28,Layoff,False,4
3694,2020-04-17,Layoff,False,4
3699,2024-06-11,Resigned,True,2
3701,2020-09-08,Layoff,False,5
3706,2020-05-14,Fired,False,5
3710,2020-08-03,Resigned,True,3
3724,2025-07-29,Layoff,False,4
3725,2020-06-22,Layoff,False,1
3731,2020-07-16,Layoff,False,3
3745,2019-01-05,Layoff,False,3
3749,2018-03-01,Layoff,False,4
3762,2025-04-18,Fired,False,5
3763,2021-03-26,Fired,False,1
3768,2018-04-10,Resigned,True,2
3778,2021-07-03,Resigned,True,1
3781,2024-08-30,Layoff,False,2
3787,2024-10-21,Resigned,True,3
3799,2024-06-27,Resigned,True,2
3800,2024-10-24,Layoff,False,3
3811,2019-12-19,Retired,True,3
3814,2024-12-11,Fired,False,3
3818,2017-06-17,Fired,False,5
3825,2024-03-15,Layoff,False,3
3837,2020-10-21,Resigned,True,4
3841,2022-06-02,Fired,False,2
3855,2022-11-04,Resigned,True,5
3871,2017-07-22,Fired,False,5
3877,2019-12-20,Fired,False,3
3883,2025-02-01,Layoff,False,1
3908,2024-08-31,Fired,False,5
3910,2017-04-23,Resigned,True,5
3911,2022-08-20,Resigned,True,5
3919,2022-07-22,Layoff,False,1
3922,2021-02-08,Retired,True,2
3948,2023-02-05,Fired,False,2
3949,2021-10-29,Fired,False,5
3951,2019-10-29,Resigned,True,5
3952,2021-08-22,Layoff,False,1
3967,2023-04-12,Fired,False,3
3973,2023-12-31,Layoff,False,1
3975,2022-05-25,Fired,False,2
3987,2024-05-26,Resigned,True,1
3990,2024-07-20,Layoff,False,4
3998,2021-09-08,Retired,True,1
4002,2018-09-27,Layoff,False,3
4009,2025-06-25,Layoff,False,2
4024,2022-12-25,Fired,False,2
4030,2020-06-30,Resigned,True,1
4037,2024-04-11,Resigned,True,4
4042,2019-04-02,Resigned,True,3
4043,2024-04-26,Resigned,True,5
4045,2024-07-06,Layoff,False,3
4069,2018-04-17,Layoff,False,4
4070,2023-12-28,Fired,False,5
4078,2022-01-16,Layoff,False,4
4083,2021-09-13,Resigned,True,1
4089,2022-01-20,Resigned,True,2
4094,2025-03-27,Resigned,True,5
4102,2023-04-14,Fired,False,2
4103,2020-05-08,Resigned,True,2
4104,2024-08-26,Layoff,False,2
4114,2025-06-16,Fired,False,2
4118,2023-12-05,Fired,False,1
4124,2021-09-06,Layoff,False,5
4131,2019-01-21,Resigned,True,5
4148,2022-03-24,Resigned,True,4
4154,2022-04-17,Retired,True,3
4157,2019-02-28,Layoff,False,2
4160,2020-03-29,Fired,False,5
4164,2020-07-27,Retired,True,5
4173,2022-06-26,Fired,False,3
4188,2022-05-06,Fired,False,5
4189,2021-10-16,Resigned,True,3
4193,2021-08-15,Layoff,False,1
4203,2018-06-30,Layoff,False,2
4206,2018-11-28,Resigned,True,5
4232,2021-01-07,Retired,True,4
4233,2019-11-15,Fired,False,4
4244,2024-07-22,Layoff,False,5
4282,2020-07-31,Fired,False,3
4288,2020-10-23,Layoff,False,3
4311,2020-01-05,Resigned,True,4
4316,2022-07-02,Resigned,True,1
4318,2022-10-24,Fired,False,3
4334,2022-05-29,Resigned,True,2
4337,2018-04-13,Resigned,True,2
4355,2025-04-19,Fired,False,2
4359,2019-04-08,Fired,False,2
4363,2023-05-12,Resigned,True,5
4367,2023-04-12,Fired,False,2
4370,2024-08-04,Resigned,True,1
4388,2021-12-30,Resigned,True,2
4389,2023-12-05,Layoff,False,2
4392,2024-01-28,Retired,True,1
4404,2021-02-11,Layoff,False,4
4408,2024-06-21,Fired,False,1
4414,2024-10-23,Fired,False,3
4417,2024-09-02,Layoff,False,5
4420,2023-04-16,Layoff,False,5
4438,2020-01-25,Resigned,True,2
4439,2022-06-01,Layoff,False,5
4441,2025-05-19,Resigned,True,2
4444,2024-09-17,Resigned,True,1
4445,2023-02-09,Resigned,True,1
4450,2022-10-27,Layoff,False,3
4453,2021-09-24,Layoff,False,4
4458,2023-07-23,Fired,False,3
4461,2025-02-10,Fired,False,2
4463,2021-12-20,Layoff,False,4
4482,2021-08-04,Layoff,False,2
4485,2023-06-24,Resigned,True,1
4491,2023-01-05,Fired,False,3
4493,2023-08-01,Resigned,True,2
4501,2024-08-22,Resigned,True,1
4508,2023-04-23,Layoff,False,3
4511,2024-01-04,Layoff,False,2
4512,2025-06-05,Fired,False,1
4537,2021-01-31,Fired,False,4
4545,2024-10-15,Fired,False,4
4547,2019-08-15,Resigned,True,3
4554,2021-05-12,Fired,False,1
4563,2020-03-09,Layoff,False,2
4568,2021-08-27,Resigned,True,3
4572,2024-07-13,Resigned,True,1
4596,2021-06-19,Layoff,False,2
4616,2024-11-16,Fired,False,3
4618,2022-02-27,Layoff,False,5
4619,2024-04-01,Fired,False,5
4624,2022-10-16,Resigned,True,5
4637,2022-07-23,Fired,False,1
4644,2018-07-27,Fired,False,5
4651,2024-03-21,Layoff,False,2
4653,2022-12-18,Resigned,True,4
4655,2023-11-16,Fired,False,5
4657,2024-09-04,Resigned,True,1
4659,2021-07-17,Layoff,False,5
4662,2022-12-26,Layoff,False,3
4664,2024-04-23,Fired,False,2
4666,2020-04-30,Layoff,False,3
4670,2024-11-19,Layoff,False,4
4683,2021-09-06,Resigned,True,1
4686,2024-05-18,Layoff,False,4
4688,2018-06-16,Fired,False,3
4694,2023-08-01,Layoff,False,4
4719,2021-11-18,Fired,False,4
4733,2023-08-08,Resigned,True,4
4736,2025-04-01,Layoff,False,2
4750,2019-06-24,Layoff,False,3
4761,2024-01-26,Retired,True,2
4763,2024-09-17,Fired,False,4
4777,2025-05-15,Resigned,True,2
4780,2020-09-19,Resigned,True,2
4781,2021-12-13,Resigned,True,1
4784,2024-08-02,Fired,False,2
4786,2024-03-03,Resigned,True,1
4789,2021-06-30,Retired,True,4
4816,2023-01-24,Layoff,False,4
4817,2022-04-13,Retired,True,2
4825,2025-03-21,Fired,False,4
4837,2025-06-26,Fired,False,4
4846,2020-07-28,Retired,True,3
4854,2023-02-25,Resigned,True,5
4864,2020-08-31,Layoff,False,5
4875,2021-05-07,Layoff,False,1
4878,2022-08-17,Resigned,True,3
4883,2021-06-11,Layoff,False,4
4894,2018-08-20,Fired,False,1
4916,2021-07-31,Layoff,False,5
4939,2024-08-05,Resigned,True,5
4940,2022-06-29,Retired,True,4
4942,2020-04-19,Layoff,False,5
4947,2021-11-09,Resigned,True,1
4957,2021-06-01,Resigned,True,3
4958,2020-08-08,Resigned,True,5
4961,2022-11-30,Layoff,False,5
4991,2023-12-13,Resigned,True,4
4992,2018-08-22,Resigned,True,3
4993,2023-08-26,Layoff,False,2
4998,2023-03-12,Fired,False,1
